tf,target,mode,source_db,weight,confidence,tf_detection_rate,target_detection_rate,tf_mean_counts,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
APBB1,GMPS,Repression,TRRUST,,,0.0576766153161296,0.2127914739990494,0.06250513,0.25825268,0.05733649280999933,1.5796160032017816,26
APC,AKT1,Repression,TRRUST,,,0.2452028881578962,0.2424148759920294,0.3372158,0.30322737,0.07743683732261851,1.8435673430023234,27
APC,DLG1,Unknown,TRRUST,,,0.2452028881578962,0.2588771296455137,0.3372158,0.33306128,0.09077037823548473,1.9902498175203833,28
APC,DNMT1,Repression,TRRUST,,,0.2452028881578962,0.4007690215378179,0.3372158,0.6294743,0.22324497272464922,3.2545392796382937,29
APC,KLF4,Unknown,TRRUST,,,0.2452028881578962,0.1942150293018656,0.3372158,0.3809811,0.11218697701543627,1.4140955991741049,30
APC,MYC,Repression,TRRUST,,,0.2452028881578962,0.1647523552829711,0.3372158,0.23737915,0.048007575941545276,1.1515763826696435,31
APC,ODC1,Repression,TRRUST,,,0.2452028881578962,0.24640216611838,0.3372158,0.37705782,0.1104335623811282,1.8790950170781475,32
APC,SGK1,Repression,TRRUST,,,0.2452028881578962,0.2128532924506207,0.3372158,0.72746253,0.267038430360083,1.5801668198541197,33
APEX1,NFKB1,Activation,TRRUST,,,0.4512623327815047,0.3499851635717447,0.75967747,0.6159069,0.2171813530723401,2.8020433997403007,34
APEX1,RELA,Activation,TRRUST,,,0.4512623327815047,0.23764867337588,0.75967747,0.28659898,0.07000518259214251,1.801099379107035,35
ARID1A,CDKN1A,Unknown,TRRUST,,,0.449580870898757,0.2153878489650451,0.72264576,0.5721349,0.19761852162188726,1.6027503025999923,36
ARID1A,SMAD3,Unknown,TRRUST,,,0.449580870898757,0.1865557231521782,0.72264576,0.24304646,0.050540442392871816,1.3458494159493826,37
ARID3A,PML,Activation,TRRUST,,,0.198424865853873,0.1412675255310239,0.30186972,0.16386989,0.015154398946491001,0.9423211364463007,38
ARID3A,RBL1,Unknown,TRRUST,,,0.198424865853873,0.0807225340619667,0.30186972,0.09347037,-0.016308955342844277,0.4028513071452267,39
ARNT,AHR,Unknown,TRRUST,,,0.1289903810489583,0.1982703197249447,0.1504624,0.39844927,0.11999395100469555,1.4502291715675015,40
ARNT,BHLHE40,Activation,DoRothEA_AB,1.0,A,0.1289903810489583,0.2166736727577287,0.1504624,0.34329468,0.09534394762607835,1.61420728896863,41
ARNT,CTSD,Unknown,TRRUST,,,0.1289903810489583,0.5214262753150836,0.1504624,1.7028245,0.7029527550948824,4.329623221675415,42
ARNT,CYP1B1,Activation,DoRothEA_AB,1.0,A,0.1289903810489583,0.1523639375880771,0.1504624,0.40816274,0.1243351503195322,1.0411927255410358,43
ARNT,FOS,Repression,TRRUST,,,0.1289903810489583,0.5457703815437629,0.1504624,9.007235,3.9674814825100784,4.546534819365286,44
ARNT,HIF1A,Activation,TRRUST,,,0.1289903810489583,0.4284884152225255,0.1504624,1.1845853,0.47133834130027574,3.5015254665479234,45
ARNT,JUN,Repression,TRRUST,,,0.1289903810489583,0.4852995722168302,0.1504624,1.781715,0.7382109465081591,4.0077259700491465,46
ARNT,LDHA,Activation,DoRothEA_AB,1.0,A,0.1289903810489583,0.62687619000498,0.1504624,1.3056952,0.5254654673324698,5.269206267229968,47
ARNT,RELB,Unknown,TRRUST,,,0.1289903810489583,0.1469115501594861,0.1504624,0.18670212,0.02535870917056057,0.9926106968047931,48
ASH1L,TGFB1,Unknown,TRRUST,,,0.5304888603153994,0.6248423629482924,0.8820034,1.3392029,0.5404409193884038,5.251084399368118,49
ASH1L,TIMP1,Unknown,TRRUST,,,0.5304888603153994,0.4870984891575639,0.8820034,1.6799457,0.6927276315412724,4.0237547346322655,50
ATF1,BCL2,Activation,DoRothEA_AB,1.0,A,0.153940308103146,0.2813852278627349,0.18076366,0.47219273,0.15295179799713846,2.1908021606376797,51
ATF1,CIITA,Activation,DoRothEA_AB,1.0,A,0.153940308103146,0.1989997774534863,0.18076366,0.35057378,0.09859716444073134,1.4567288080650935,52
ATF1,FTH1,Activation,TRRUST,,,0.153940308103146,0.9954748893425204,0.18076366,42.56442,18.96504965638069,8.55350563844792,53
ATF1,GABPA,Unknown,TRRUST,,,0.153940308103146,0.1522773917558773,0.18076366,0.1783707,0.021635183510254164,1.0404215822277627,54
ATF1,GOLPH3,Activation,DoRothEA_AB,0.5,B,0.153940308103146,0.2266202616155553,0.18076366,0.27922717,0.06671053129645663,1.7028336883298725,55
ATF1,LDHA,Activation,DoRothEA_AB,1.0,A,0.153940308103146,0.62687619000498,0.18076366,1.3056952,0.5254654673324698,5.269206267229968,56
ATF1,MAP1LC3B,Activation,DoRothEA_AB,1.0,A,0.153940308103146,0.5748003264015278,0.18076366,1.0498929,0.4111408470378026,4.805198319302218,57
ATF1,PLAUR,Activation,DoRothEA_AB,1.0,A,0.153940308103146,0.2705979080634899,0.18076366,1.0925252,0.43019431727551494,2.0946846548042046,58
ATF1,SLC20A1,Activation,DoRothEA_AB,1.0,A,0.153940308103146,0.2369810340989097,0.18076366,0.33589658,0.0920375466539136,1.7951505592617811,59
ATF1,STAT3,Activation,DoRothEA_AB,0.5,B,0.153940308103146,0.5248201083063342,0.18076366,0.8508685,0.3221917290690668,4.359863055888654,60
ATF1,TFRC,Activation,DoRothEA_AB,0.5,B,0.153940308103146,0.1506639301698656,0.18076366,0.20608538,0.03402158608594723,1.026045267601731,61
ATF1,TSPAN31,Activation,DoRothEA_AB,0.5,B,0.153940308103146,0.1168554190054885,0.18076366,0.13001437,2.349719588707072e-05,0.7248036404377198,62
ATF1,UBE2D3,Activation,DoRothEA_AB,0.5,B,0.153940308103146,0.7843525135370717,0.18076366,2.2306278,0.9388416109135063,6.672356607390403,63
ATF1,USP7,Unknown,TRRUST,,,0.153940308103146,0.3846096782970005,0.18076366,0.5478991,0.18678691990236598,3.110555806716401,64
ATF2,ATF3,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.0880171113473996,0.1904546,0.14093259,0.004903130239818428,0.4678476721212983,65
ATF2,BCL2,Activation,DoRothEA_AB,0.5,B,0.1649316287925279,0.2813852278627349,0.1904546,0.47219273,0.15295179799713846,2.1908021606376797,66
ATF2,CDKN1A,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.2153878489650451,0.1904546,0.5721349,0.19761852162188726,1.6027503025999923,67
ATF2,DUSP1,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.6385598773519083,0.1904546,5.4021,2.3562540229211106,5.373310614521451,68
ATF2,DUSP10,Activation,DoRothEA_AB,0.5,B,0.1649316287925279,0.0518594990232612,0.1904546,0.05674495,-0.032722489140867894,0.14567501216797618,69
ATF2,FAS,Unknown,TRRUST,,,0.1649316287925279,0.1062535545609821,0.1904546,0.13014755,8.301875973088675e-05,0.6303385845614793,70
ATF2,FOS,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.5457703815437629,0.1904546,9.007235,3.9674814825100784,4.546534819365286,71
ATF2,IMPDH2,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.2164696718675434,0.1904546,0.27353987,0.06416873080051949,1.6123895940159143,72
ATF2,JUN,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.4852995722168302,0.1904546,1.781715,0.7382109465081591,4.0077259700491465,73
ATF2,KAT5,Repression,TRRUST,,,0.1649316287925279,0.1228703543433921,0.1904546,0.1344247,0.001994586989153909,0.7783981007103621,74
ATF2,MAP3K1,Unknown,TRRUST,,,0.1649316287925279,0.4304295146018739,0.1904546,0.8226426,0.30957684914040606,3.5188211094314257,75
ATF2,NR4A2,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.2234798842757319,0.1904546,0.45412314,0.144876033957369,1.6748522023910841,76
ATF2,PCK2,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.0666835637100868,0.1904546,0.07432793,-0.024864203612752128,0.2777608453989048,77
ATF2,POLB,Activation,TRRUST,,,0.1649316287925279,0.1012091689127505,0.1904546,0.11631116,-0.006100819434839416,0.5853919457305685,78
ATF2,RB1,Activation,DoRothEA_AB,1.0,A,0.1649316287925279,0.2884325313418979,0.1904546,0.4340581,0.13590845204275248,2.2535952590045354,79
ATF2,RELA,Activation,TRRUST,,,0.1649316287925279,0.23764867337588,0.1904546,0.28659898,0.07000518259214251,1.801099379107035,80
ATF2,RETN,Activation,TRRUST,,,0.1649316287925279,0.1123735812665572,0.1904546,0.27755606,0.0659636693009991,0.6848694331430989,81
ATF2,ST3GAL5,Activation,TRRUST,,,0.1649316287925279,0.2156289409261733,0.1904546,0.29810783,0.07514878335835251,1.6048984875441121,82
ATF3,ADIPOR1,Repression,TRRUST,,,0.0880171113473996,0.2390704977620206,0.14093259,0.31660014,0.08341347182722583,1.8137681621108181,83
ATF3,ADIPOR2,Repression,TRRUST,,,0.0880171113473996,0.1491246507257396,0.14093259,0.17366453,0.019531875219858996,1.0123299329585063,84
ATF3,CCL5,Activation,DoRothEA_AB,1.0,A,0.0880171113473996,0.5062807546801764,0.14093259,5.4849777,2.393294196459016,4.194673141853123,85
ATF3,CD82,Unknown,TRRUST,,,0.0880171113473996,0.164004352018958,0.14093259,0.2251626,0.04254768586213309,1.1449115011763489,86
ATF3,DDIT3,Activation,DoRothEA_AB,1.0,A,0.0880171113473996,0.1333485818847369,0.14093259,0.15854393,0.012774090580598339,0.8717615232817569,87
ATF3,GCLC,Repression,DoRothEA_AB,-1.0,A,0.0880171113473996,0.097772063005377,0.14093259,0.11275542,-0.007689970999804079,0.5547665398604871,88
ATF3,LDLR,Repression,DoRothEA_AB,-1.0,A,0.0880171113473996,0.0832076358151396,0.14093259,0.11775983,-0.005453371590616454,0.4249941365692782,89
ATF3,STAT3,Activation,DoRothEA_AB,0.5,B,0.0880171113473996,0.5248201083063342,0.14093259,0.8508685,0.3221917290690668,4.359863055888654,90
