tf,target,mode,weight,confidence,tf_detection_rate,tf_mean_counts,target_detection_rate,target_mean_counts,target_z_mean_counts,target_z_detection_rate,edge_id_original
NFKB1,NOLC1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1094890510948904,0.3503649635036502,-0.0011954712523787724,0.3638071498650805,372
NFKB1,PDE7A,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1733576642335771,0.5328467153284673,0.10595433949662766,0.9089694872319178,373
NFKB1,PLAUR,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.115875912408759,0.6879562043795625,0.19703167863328355,0.4183233836017636,374
NFKB1,PTAFR,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1332116788321167,0.76551094890511,0.2425703482016114,0.5662960180299043,375
NFKB1,RIPK2,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1423357664233577,0.68065693430657,0.19274568620332344,0.6441763519394529,376
NFKB1,RRM2B,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.08485401459854,0.2527372262773724,-0.05852062000309762,0.15353024830930184,377
NFKB1,SERPINB1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2855839416058404,1.4671532846715358,0.6545613705315436,1.8668975943193566,378
NFKB1,SOCS3,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2034671532846725,1.4297445255474464,0.6325956593279962,1.165974589133429,379
NFKB1,SQSTM1,Activation,0.5,B,0.4333941605839402,2.565693430656928,0.7007299270073056,8.21989051094888,4.61964011729852,5.410452787203815,381
NFKB1,TBX21,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1368613138686131,0.4981751824817517,0.08559587545431624,0.5974481515937237,382
NFKB1,TLR2,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.0793795620437955,0.3193430656934308,-0.019410939079710168,0.10680204796357352,384
NFKB1,TNF,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1277372262773721,0.9124087591240886,0.3288259458545621,0.519567817684175,385
NFKB1,TNFAIP3,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.5930656934306585,4.917883211678822,2.6807642917952528,4.491464847071113,386
NFKB1,TNFRSF10B,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1733576642335771,0.7344890510948913,0.22435488037428045,0.9089694872319178,387
NFKB1,TNFSF10,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.3120437956204385,2.175182481751825,1.070302636237688,2.0927505626570406,388
NFKB1,TP53,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.226277372262775,0.6961678832116801,0.20185342011698934,1.3606754239073005,389
NFKB1,TRAF1,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2582116788321182,1.4060218978102206,0.6186661839306256,1.633256592590718,390
NFKB1,TRAF2,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.1177007299270071,0.4954379562043798,0.08398862829308136,0.43389945038367245,391
NFKB1,XIAP,Activation,1.0,A,0.4333941605839402,2.565693430656928,0.2472627737226293,0.9324817518248194,0.3406124250369534,1.5398001918992623,392
NFKB2,CCND2,Activation,1.0,A,0.1113138686131385,0.1998175182481753,0.3020072992700737,2.16058394160584,1.0617306513777676,2.00708219535654,393
NFKB2,CDK6,Activation,1.0,A,0.1113138686131385,0.1998175182481753,0.0729927007299269,0.2454379562043796,-0.06280661243305793,0.052285814226890444,394
NFKB2,SND1,Activation,1.0,A,0.1113138686131385,0.1998175182481753,0.1551094890510951,0.5656934306569346,0.12524130543144896,0.7532088194128207,395
NFYB,FXR2,Activation,1.0,A,0.0802919708029196,0.2746350364963504,0.0830291970802919,0.2281021897810221,-0.07298584445421348,0.13795418152739297,396
NR3C1,ATF2,Repression,-1.0,A,0.3604014598540144,2.012773722627739,0.094890510948905,0.2427007299270076,-0.06441385959429288,0.23919861560980438,397
NR3C1,CDK6,Repression,-1.0,A,0.3604014598540144,2.012773722627739,0.0729927007299269,0.2454379562043796,-0.06280661243305793,0.052285814226890444,398
NR3C1,ETS1,Repression,-1.0,A,0.3604014598540144,2.012773722627739,0.5082116788321146,3.0218978102189777,1.5674777581130788,3.767177741712289,399
NRF1,CAPNS1,Activation,1.0,A,0.0775547445255473,0.1897810218978103,0.5346715328467143,2.687956204379557,1.3713936044423938,3.993030710049987,400
NRF1,FMR1,Activation,1.0,A,0.0775547445255473,0.1897810218978103,0.2144160583941617,0.7755474452554748,0.24846358779280672,1.2594309898248872,401
NRF1,FXR2,Activation,1.0,A,0.0775547445255473,0.1897810218978103,0.0830291970802919,0.2281021897810221,-0.07298584445421348,0.13795418152739297,402
NRF1,PRDX5,Activation,1.0,A,0.0775547445255473,0.1897810218978103,0.2855839416058404,1.089416058394162,0.4327612622810988,1.8668975943193566,403
PKNOX1,PTPN6,Activation,1.0,A,0.0766423357664232,0.2572992700729928,0.2490875912408775,0.687043795620439,0.1964959295795389,1.555376258681172,404
POU2F1,RRM2B,Activation,1.0,A,0.0547445255474452,0.1870437956204379,0.08485401459854,0.2527372262773724,-0.05852062000309762,0.15353024830930184,405
POU2F1,ST6GAL1,Activation,1.0,A,0.0547445255474452,0.1870437956204379,0.2627737226277386,1.1587591240875923,0.4734781903657212,1.6721967595454916,406
POU2F1,TXNRD1,Activation,1.0,A,0.0547445255474452,0.1870437956204379,0.1770072992700735,0.9762773722627748,0.3663283796167145,0.9401216207957374,407
POU2F2,SPI1,Activation,1.0,A,0.1979927007299279,0.7810218978102196,0.08485401459854,0.1925182481751825,-0.09388005755026989,0.15353024830930184,409
PRDM1,CIITA,Repression,-1.0,A,0.1742700729927012,0.7536496350364971,0.0702554744525546,0.2636861313868615,-0.0520916313581572,0.02892171405402586,411
PRDM1,MYC,Repression,-1.0,A,0.1742700729927012,0.7536496350364971,0.1149635036496349,0.572080291970803,0.12899154880766409,0.41053535021080867,412
RARA,ETS1,Activation,1.0,A,0.1167883211678831,0.2919708029197083,0.5082116788321146,3.0218978102189777,1.5674777581130788,3.767177741712289,414
RARA,ICAM1,Activation,1.0,A,0.1167883211678831,0.2919708029197083,0.1861313868613145,1.0264598540145995,0.39579457757269126,1.0180019547052859,415
RARA,PRKCA,Activation,1.0,A,0.1167883211678831,0.2919708029197083,0.0647810218978101,0.1605839416058394,-0.1126312744313461,-0.017806486291702475,416
RARG,ICAM1,Activation,1.0,A,0.0520072992700729,0.1286496350364963,0.1861313868613145,1.0264598540145995,0.39579457757269126,1.0180019547052859,417
RBPJ,NFKB1,Activation,1.0,A,0.3339416058394163,1.3211678832116822,0.4333941605839402,2.565693430656928,1.2996032312405585,3.128559003654006,418
RBPJ,PTEN,Repression,-1.0,A,0.3339416058394163,1.3211678832116822,0.1423357664233577,0.4160583941605841,0.037378460617263395,0.6441763519394529,419
REL,BIRC3,Activation,1.0,A,0.094890510948905,0.3868613138686131,0.494525547445253,2.7198905109489027,1.3901448213234715,3.6503572408479656,420
REL,CSRP1,Activation,1.0,A,0.094890510948905,0.3868613138686131,0.0510948905109488,0.1541970802919708,-0.11638151780756131,-0.13462698715602361,423
