tf,target,mode,pearson,spearman,mutual_information,coexpression_probability,codetection_odds_ratio
BIN1,MYC,Unknown,-0.01297368947416544,0.00790234562009573,0.007662243,0.0637139230966568,1.1911393404006958
BRD7,BRD2,Unknown,0.011075207963585854,0.03213513270020485,0.008676861,0.0402371883392334,1.3860313892364502
BRD7,BRD3,Unknown,0.0002280788030475378,0.014037749730050564,0.00024128189,0.014945240691304207,1.1733508110046387
BTF3,ATM,Unknown,0.02262065000832081,0.022660182788968086,0.0039976262,0.17819325625896454,1.693397879600525
BTF3,NFKB1,Unknown,0.009983553551137447,0.009548024274408817,0.0011657625,0.09681127965450287,1.7011562585830688
BTF3,RRAS2,Unknown,0.005670598242431879,-0.00031438536825589836,0.00072345027,0.05439583584666252,2.1208157539367676
BTG2,HRAS,Unknown,0.0032277407590299845,0.022864971309900284,0.0034849748,0.028014764189720154,1.3634419441223145
CBFB,RUNX1,Unknown,0.014605463482439518,0.03040473721921444,0.0013839141,0.01918073371052742,1.427613377571106
CBFB,RUNX3,Unknown,0.034974005073308945,0.061435338109731674,0.020513155,0.057300176471471786,1.6701217889785767
CDC5L,PLRG1,Unknown,0.02823028154671192,0.03753611445426941,0.0008782363,0.011435831896960735,1.6017738580703735
CEBPB,BCL2L1,Unknown,0.05198292434215546,0.07093214988708496,0.0074172006,0.045622315257787704,1.9310706853866577
CEBPB,DDIT3,Unknown,-0.00022233749041333795,0.010785557329654694,0.00049730146,0.02468687668442726,1.1868953704833984
CEBPB,FURIN,Unknown,0.066181980073452,0.07801301032304764,0.00542604,0.027833241969347,2.3312652111053467
CEBPB,GFER,Unknown,0.021615859121084213,0.0330435149371624,0.0027510896,0.04217341169714928,1.4275555610656738
