analysis_group,dataset,condition,edge_set,metric,top_level,collection,pathway,repeats_tested,repeats_with_overlap,repeats_fdr_lt_0_05,median_selected_targets,median_overlap_genes,median_fold_enrichment,best_bh_fdr
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Myc Targets V1,10,10,0,20.0,2.0,1.824140211640212,0.7390133023081823
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Myc Targets V2,10,10,0,20.0,1.0,4.179166666666667,0.7023553509613502
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Myogenesis,10,10,0,20.0,1.0,2.7648856990962254,0.7685717019507123
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Notch Signaling,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Oxidative Phosphorylation,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,P53 Pathway,10,10,0,20.0,1.0,0.8025201612903226,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Pancreas Beta Cells,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Peroxisome,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,20.0,2.0,4.191666666666667,0.36829808110055584
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Protein Secretion,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Reactive Oxygen Species Pathway,10,10,0,20.0,1.0,3.25453216374269,0.7390133023081823
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Spermatogenesis,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Tgf Beta Signaling,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Tnfa Signaling Via Nfkb,10,10,0,20.0,3.0,1.6132978723404254,0.7390133023081823
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Unfolded Protein Response,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Uv Response Dn,10,10,0,20.0,1.0,1.5796875000000004,0.8503141923590671
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Uv Response Up,10,0,0,20.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Wnt Beta Catenin Signaling,10,10,0,20.0,1.0,3.7006493506493507,0.7390133023081823
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,codetection_odds_ratio,top_5pct,Hallmark,Xenobiotic Metabolism,10,10,0,20.0,1.0,2.890643274853801,0.7390133023081823
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Adipogenesis,10,10,0,44.0,1.0,1.1529862579281183,0.8432610848516862
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Allograft Rejection,10,10,10,44.0,9.0,2.7756071833489218,0.009501981567413506
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Androgen Response,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Angiogenesis,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Apical Junction,10,10,0,44.0,1.0,1.2626262626262625,0.7163138778568275
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Apical Surface,10,10,0,44.0,1.0,2.286363636363636,0.6432322274964306
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Apoptosis,10,10,10,44.0,10.0,2.774390243902439,0.009501981567413506
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Bile Acid Metabolism,10,10,0,44.0,1.0,5.687500000000001,0.41470592803118544
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Cholesterol Homeostasis,10,10,0,44.0,1.0,1.130328282828283,0.8432610848516862
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Coagulation,10,10,0,44.0,1.0,2.317336152219873,0.5467611820785097
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Complement,10,10,1,44.0,7.0,2.60351735661188,0.03419221527119507
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Dna Repair,10,10,0,44.0,1.0,1.0903489439853078,0.8248687313855171
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,E2F Targets,10,10,0,44.0,2.0,1.582011980267794,0.42289961790139685
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Epithelial Mesenchymal Transition,10,10,0,44.0,1.0,1.0252525252525253,0.866032359948149
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Estrogen Response Early,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Estrogen Response Late,10,10,0,44.0,1.0,0.8837412587412588,0.8464495071076307
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Fatty Acid Metabolism,10,10,3,44.0,3.0,5.715909090909091,0.034585117731059656
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,G2M Checkpoint,10,10,0,44.0,2.0,1.4797744890768145,0.6584534289629834
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Glycolysis,10,10,0,44.0,3.0,2.1541193181818183,0.38592749361647094
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Hedgehog Signaling,10,10,0,44.0,1.0,5.638888888888889,0.41470592803118544
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Heme Metabolism,10,10,0,44.0,2.0,1.9659626568717479,0.46314662309894983
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Hypoxia,10,10,10,44.0,9.0,3.674512987012987,0.0017347307407570309
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Il2 Stat5 Signaling,10,10,0,44.0,1.0,0.43736402486402487,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Il6 Jak Stat3 Signaling,10,10,0,44.0,1.0,0.9157457099317565,0.866032359948149
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Inflammatory Response,10,10,10,44.0,7.0,3.3508522727272725,0.011703313120207037
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Interferon Alpha Response,10,10,6,44.0,5.0,3.660295664983165,0.02817205271448031
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Interferon Gamma Response,10,10,10,44.0,12.0,3.4735139860139856,0.0003688249385423635
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Kras Signaling Dn,10,10,0,44.0,1.0,5.685732323232324,0.41470592803118544
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Kras Signaling Up,10,10,0,44.0,3.0,2.0728832442067735,0.38592749361647094
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Mitotic Spindle,10,10,0,44.0,1.0,1.625,0.7163138778568275
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Mtorc1 Signaling,10,10,0,44.0,4.0,2.0013788031988238,0.2787780461401844
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Myc Targets V1,10,10,0,44.0,2.0,0.8639104220499569,0.7297984592140246
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Myc Targets V2,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Myogenesis,10,10,0,44.0,1.0,1.2530864197530864,0.7780666815003853
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Notch Signaling,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Oxidative Phosphorylation,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,P53 Pathway,10,10,0,44.0,3.0,1.131572059681587,0.7163138778568275
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Pancreas Beta Cells,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Peroxisome,10,10,0,44.0,2.0,5.634974747474748,0.17884728983260947
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Pi3K Akt Mtor Signaling,10,10,0,44.0,3.0,2.9968768018450893,0.2079460259814796
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Protein Secretion,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Reactive Oxygen Species Pathway,10,10,0,44.0,2.0,2.883838383838384,0.3140526474841577
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Spermatogenesis,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Tgf Beta Signaling,10,10,0,44.0,3.0,2.300878552971576,0.36394297835518724
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Tnfa Signaling Via Nfkb,10,10,10,44.0,11.0,2.6888297872340425,0.008199608664741401
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Unfolded Protein Response,10,0,0,44.0,0.0,0.0,1.0
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Uv Response Dn,10,10,0,44.0,2.0,1.4526955602537,0.6584534289629834
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Uv Response Up,10,10,10,44.0,9.0,5.0714772727272734,0.00031945378216934435
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Wnt Beta Catenin Signaling,10,10,0,44.0,2.0,3.310480217456962,0.32529363528343574
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_100,Hallmark,Xenobiotic Metabolism,10,10,0,44.0,1.0,1.2912849424477333,0.7780666815003853
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Adipogenesis,10,10,0,164.0,4.0,1.238060825052695,0.4336028942328155
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Allograft Rejection,10,10,10,164.0,26.0,2.1266091683935073,4.262758230583143e-07
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Androgen Response,10,10,0,164.0,2.0,0.7730061349693251,0.5475734212223607
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Angiogenesis,10,10,0,164.0,2.0,2.0201536321296802,0.37362121305298235
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Apical Junction,10,10,0,164.0,2.0,0.6774410774410775,0.7177493106588231
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Apical Surface,10,10,0,164.0,3.0,1.8290909090909089,0.19881384027540608
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Apoptosis,10,10,10,164.0,24.0,1.8117963293454071,0.00045605693550257784
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Bile Acid Metabolism,10,10,0,164.0,2.0,3.03023044819452,0.20505055211293854
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Cholesterol Homeostasis,10,10,6,164.0,7.5,2.289167120304845,0.013408604492172228
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Coagulation,10,10,0,164.0,1.0,0.8849633050971228,0.554748466273068
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Complement,10,10,10,164.0,22.0,2.1818754732766803,6.905505192841671e-06
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Dna Repair,10,10,0,164.0,3.0,0.8822587841606246,0.5487686285265561
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,E2F Targets,10,10,0,164.0,9.0,1.7931493621876404,0.05531479424676182
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Epithelial Mesenchymal Transition,10,10,0,164.0,4.0,1.0964583230233746,0.5531642269801199
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Estrogen Response Early,10,10,0,164.0,4.0,1.4380788525199093,0.37362121305298235
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Estrogen Response Late,10,10,0,164.0,6.0,1.4357313897191197,0.15609216986745236
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Fatty Acid Metabolism,10,10,0,164.0,4.0,2.0446169007144617,0.1089807639313432
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,G2M Checkpoint,10,10,2,164.0,9.0,1.7831004317200634,0.02510156544751578
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Glycolysis,10,10,0,164.0,7.0,1.3502175168522306,0.30376532613314156
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Hedgehog Signaling,10,10,0,164.0,2.0,3.015260388314281,0.19881384027540608
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Heme Metabolism,10,10,0,164.0,5.0,1.3205199910600087,0.25324254551214
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Hypoxia,10,10,10,164.0,22.0,2.4169134727061556,1.3167554061523703e-06
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Il2 Stat5 Signaling,10,10,4,164.0,14.0,1.6827462660795995,0.0065847541533968525
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Il6 Jak Stat3 Signaling,10,10,0,164.0,6.0,1.4783501051793735,0.2696134976695631
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Inflammatory Response,10,10,10,164.0,15.0,1.9284822497381415,0.003639030697504006
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Interferon Alpha Response,10,10,10,164.0,11.0,2.1851003086419754,0.003503363917408876
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Interferon Gamma Response,10,10,10,164.0,29.0,2.245377372036554,4.626472404646912e-08
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Kras Signaling Dn,10,10,0,164.0,2.0,3.048484848484849,0.19881384027540608
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Kras Signaling Up,10,10,0,164.0,9.0,1.6636705387492787,0.08255732874611307
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Mitotic Spindle,10,10,0,164.0,3.0,1.2922544521346917,0.4423428688788533
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Mtorc1 Signaling,10,10,0,164.0,11.0,1.462614063338701,0.06735196407790407
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Myc Targets V1,10,10,0,164.0,10.0,1.1325869464928768,0.4006069810410387
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Myc Targets V2,10,10,0,164.0,2.0,1.0193282518435893,0.6206475942845825
Original dataset contexts,GSE178429_IFN_gamma,ctrl_6h,trrust_dorothea_intersection,coexpression_probability,top_500,Hallmark,Myogenesis,10,10,0,164.0,4.0,1.3753387533875339,0.22401073105298458
